John Lasseter,106,191450875,Cars 2,http://www.imdb.com/title/tt1216475,English,USA,200000000,2011,6.3
Martin Campbell,123,116593191,Green Lantern,http://www.imdb.com/title/tt1133985,English,USA,200000000,2011,5.6
Lee Unkrich,103,414984497,Toy Story 3,http://www.imdb.com/title/tt0435761,English,USA,200000000,2010,8.3
McG,118,125320003,Terminator Salvation,http://www.imdb.com/title/tt0438488,English,USA,200000000,2009,6.6
James Wan,140,350034110,Furious 7,http://www.imdb.com/title/tt2820852,English,USA,190000000,2015,7.2
Marc Forster,123,202351611,World War Z,http://www.imdb.com/title/tt0816711,English,USA,190000000,2013,7
Bryan Singer,149,233914986,X-Men: Days of Future Past,http://www.imdb.com/title/tt1877832,English,USA,200000000,2014,8
J.J. Abrams,132,228756232,Star Trek Into Darkness,http://www.imdb.com/title/tt1408101,English,USA,190000000,2013,7.8
Bryan Singer,114,65171860,Jack the Giant Slayer,http://www.imdb.com/title/tt1351685,English,USA,195000000,2013,6.3
Baz Luhrmann,143,144812796,The Great Gatsby,http://www.imdb.com/title/tt1343092,English,Australia,105000000,2013,7.3
Mike Newell,116,90755643,Prince of Persia: The Sands of Time,http://www.imdb.com/title/tt0473075,English,USA,200000000,2010,6.6
Guillermo del Toro,131,101785482,Pacific Rim,http://www.imdb.com/title/tt1663662,English,USA,190000000,2013,7
Michael Bay,154,352358779,Transformers: Dark of the Moon,http://www.imdb.com/title/tt1399103,English,USA,195000000,2011,6.3
Steven Spielberg,122,317011114,Indiana Jones and the Kingdom of the Crystal Skull,http://www.imdb.com/title/tt0367882,English,USA,185000000,2008,6.2
Peter Sohn,93,123070338,The Good Dinosaur,http://www.imdb.com/title/tt1979388,English,USA,,2015,6.8
Mark Andrews,93,237282182,Brave,http://www.imdb.com/title/tt1217209,English,USA,185000000,2012,7.2
Justin Lin,122,130468626,Star Trek Beyond,http://www.imdb.com/title/tt2660888,English,USA,185000000,2016,7.5
Andrew Stanton,98,223806889,WALLE,http://www.imdb.com/title/tt0910970,English,USA,180000000,2008,8.4
Brett Ratner,91,140080850,Rush Hour 3,http://www.imdb.com/title/tt0293564,English,USA,140000000,2007,6.2
Roland Emmerich,158,166112167,2012,http://www.imdb.com/title/tt1190080,English,USA,200000000,2009,5.8
Robert Zemeckis,96,137850096,A Christmas Carol,http://www.imdb.com/title/tt1067106,English,USA,200000000,2009,6.8
Lana Wachowski,127,47375327,Jupiter Ascending,http://www.imdb.com/title/tt1617661,English,USA,176000000,2015,5.4
David Yates,110,124051759,The Legend of Tarzan,http://www.imdb.com/title/tt0918940,English,USA,180000000,2016,6.6
Andrew Adamson,150,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",http://www.imdb.com/title/tt0363771,English,USA,180000000,2005,6.9
Bryan Singer,144,154985087,X-Men: Apocalypse,http://www.imdb.com/title/tt3385516,English,USA,178000000,2016,7.3
Christopher Nolan,152,533316061,The Dark Knight,http://www.imdb.com/title/tt0468569,English,USA,185000000,2008,9
Pete Docter,96,292979556,Up,http://www.imdb.com/title/tt1049413,English,USA,175000000,2009,8.3
Rob Letterman,94,198332128,Monsters vs. Aliens,http://www.imdb.com/title/tt0892782,English,USA,175000000,2009,6.5
Jon Favreau,126,318298180,Iron Man,http://www.imdb.com/title/tt0371746,English,USA,140000000,2008,7.9
Martin Scorsese,126,73820094,Hugo,http://www.imdb.com/title/tt0970179,English,USA,170000000,2011,7.5
Barry Sonnenfeld,106,113745408,Wild Wild West,http://www.imdb.com/title/tt0120891,English,USA,170000000,1999,4.8
Rob Cohen,112,102176165,The Mummy: Tomb of the Dragon Emperor,http://www.imdb.com/title/tt0859163,English,USA,145000000,2008,5.2
David Ayer,123,161087183,Suicide Squad,http://www.imdb.com/title/tt1386697,English,USA,175000000,2016,6.9
Tom Shadyac,96,100289690,Evan Almighty,http://www.imdb.com/title/tt0413099,English,USA,175000000,2007,5.4
Doug Liman,113,100189501,Edge of Tomorrow,http://www.imdb.com/title/tt1631867,English,USA,178000000,2014,7.9
Kevin Reynolds,176,88246220,Waterworld,http://www.imdb.com/title/tt0114898,English,USA,175000000,1995,6.1
Stephen Sommers,118,150167630,G.I. Joe: The Rise of Cobra,http://www.imdb.com/title/tt1046173,English,USA,175000000,2009,5.8
Pete Docter,95,356454367,Inside Out,http://www.imdb.com/title/tt2096673,English,USA,175000000,2015,8.3
Jon Favreau,106,362645141,The Jungle Book,http://www.imdb.com/title/tt3040964,English,UK,175000000,2016,7.8
Jon Favreau,124,312057433,Iron Man 2,http://www.imdb.com/title/tt1228705,English,USA,200000000,2010,7
Rupert Sanders,132,155111815,Snow White and the Huntsman,http://www.imdb.com/title/tt1735898,English,USA,170000000,2012,6.1
Robert Stromberg,97,241407328,Maleficent,http://www.imdb.com/title/tt1587310,English,USA,180000000,2014,7
Matt Reeves,130,208543795,Dawn of the Planet of the Apes,http://www.imdb.com/title/tt2103281,English,USA,170000000,2014,7.6
Roland JoffÌ©,109,,The Lovers,http://www.imdb.com/title/tt1321869,English,Belgium,,2015,4.5
Carl Rinsch,128,38297305,47 Ronin,http://www.imdb.com/title/tt1335975,English,USA,175000000,2013,6.3
Anthony Russo,136,259746958,Captain America: The Winter Soldier,http://www.imdb.com/title/tt1843866,English,USA,170000000,2014,7.8
Mike Mitchell,93,238371987,Shrek Forever After,http://www.imdb.com/title/tt0892791,English,USA,165000000,2010,6.4
Brad Bird,130,93417865,Tomorrowland,http://www.imdb.com/title/tt1964418,English,USA,190000000,2015,6.5
Don Hall,102,222487711,Big Hero 6,http://www.imdb.com/title/tt2245084,English,USA,165000000,2014,7.9
Rich Moore,101,189412677,Wreck-It Ralph,http://www.imdb.com/title/tt1772341,English,USA,165000000,2012,7.8
Robert Zemeckis,100,665426,The Polar Express,http://www.imdb.com/title/tt0338348,English,USA,165000000,2004,6.6
Roland Emmerich,120,102315545,Independence Day: Resurgence,http://www.imdb.com/title/tt1628841,English,USA,165000000,2016,5.5
Dean DeBlois,98,217387997,How to Train Your Dragon,http://www.imdb.com/title/tt0892769,English,USA,165000000,2010,8.2
Jonathan Mostow,109,150350192,Terminator 3: Rise of the Machines,http://www.imdb.com/title/tt0181852,English,USA,200000000,2003,6.4
James Gunn,121,333130696,Guardians of the Galaxy,http://www.imdb.com/title/tt2015381,English,USA,170000000,2014,8.1
Christopher Nolan,169,187991439,Interstellar,http://www.imdb.com/title/tt0816692,English,USA,165000000,2014,8.6
Christopher Nolan,148,292568851,Inception,http://www.imdb.com/title/tt1375666,English,USA,160000000,2010,8.8
Hideaki Anno,120,,Godzilla Resurgence,http://www.imdb.com/title/tt4262980,Japanese,Japan,,2016,8.2
Peter Jackson,182,303001229,The Hobbit: An Unexpected Journey,http://www.imdb.com/title/tt0903624,English,USA,180000000,2012,7.9
Rob Cohen,106,144512310,The Fast and the Furious,http://www.imdb.com/title/tt0232500,English,USA,38000000,2001,6.7
David Fincher,166,127490802,The Curious Case of Benjamin Button,http://www.imdb.com/title/tt0421715,English,USA,150000000,2008,7.8
Matthew Vaughn,132,146405371,X-Men: First Class,http://www.imdb.com/title/tt1270798,English,USA,160000000,2011,7.8
Francis Lawrence,137,281666058,The Hunger Games: Mockingjay - Part 2,http://www.imdb.com/title/tt1951266,English,USA,160000000,2015,6.6
Jon Turteltaub,109,63143812,The Sorcerer's Apprentice,http://www.imdb.com/title/tt0963966,English,USA,150000000,2010,6.1
Wolfgang Petersen,98,60655503,Poseidon,http://www.imdb.com/title/tt0409182,English,USA,160000000,2006,5.6
James Bobin,113,76846624,Alice Through the Looking Glass,http://www.imdb.com/title/tt2567026,English,USA,170000000,2016,6.4
Chris Miller,93,320706665,Shrek the Third,http://www.imdb.com/title/tt0413267,English,USA,160000000,2007,6.1
Duncan Jones,123,46978995,Warcraft,http://www.imdb.com/title/tt0803096,English,USA,160000000,2016,7.3
Alan Taylor,126,89732035,Terminator Genisys,http://www.imdb.com/title/tt1340138,English,USA,155000000,2015,6.6
Michael Apted,113,104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader,http://www.imdb.com/title/tt0980970,English,USA,155000000,2010,6.3
Michael Bay,184,198539855,Pearl Harbor,http://www.imdb.com/title/tt0213149,English,USA,140000000,2001,6.1
Michael Bay,144,318759914,Transformers,http://www.imdb.com/title/tt0418279,English,USA,150000000,2007,7.1
Oliver Stone,206,34293771,Alexander,http://www.imdb.com/title/tt0346491,English,Germany,155000000,2004,5.5
David Yates,138,292000866,Harry Potter and the Order of the Phoenix,http://www.imdb.com/title/tt0373889,English,UK,150000000,2007,7.5
Mike Newell,157,289994397,Harry Potter and the Goblet of Fire,http://www.imdb.com/title/tt0330373,English,UK,150000000,2005,7.6
Peter Berg,102,227946274,Hancock,http://www.imdb.com/title/tt0448157,English,USA,150000000,2008,6.4
Francis Lawrence,104,256386216,I Am Legend,http://www.imdb.com/title/tt0480249,English,USA,150000000,2007,7.2
Tim Burton,115,206456431,Charlie and the Chocolate Factory,http://www.imdb.com/title/tt0367594,English,USA,150000000,2005,6.7
Brad Bird,111,206435493,Ratatouille,http://www.imdb.com/title/tt0382932,English,USA,150000000,2007,8
Christopher Nolan,128,205343774,Batman Begins,http://www.imdb.com/title/tt0372784,English,USA,150000000,2005,8.3
Eric Darnell,89,179982968,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952,English,USA,150000000,2008,6.7
Shawn Levy,105,177243721,Night at the Museum: Battle of the Smithsonian,http://www.imdb.com/title/tt1078912,English,USA,150000000,2009,5.9
Gavin Hood,119,179883016,X-Men Origins: Wolverine,http://www.imdb.com/title/tt0458525,English,USA,150000000,2009,6.7
Lana Wachowski,129,139259759,The Matrix Revolutions,http://www.imdb.com/title/tt0242653,English,Australia,150000000,2003,6.7
Chris Buck,102,400736600,Frozen,http://www.imdb.com/title/tt2294629,English,USA,150000000,2013,7.6
Lana Wachowski,138,281492479,The Matrix Reloaded,http://www.imdb.com/title/tt0234215,English,USA,150000000,2003,7.2
Alan Taylor,112,206360018,Thor: The Dark World,http://www.imdb.com/title/tt1981115,English,USA,170000000,2013,7.1
George Miller,120,153629485,Mad Max: Fury Road,http://www.imdb.com/title/tt1392190,English,Australia,150000000,2015,8.1
Ron Howard,146,133375846,Angels & Demons,http://www.imdb.com/title/tt0808151,English,USA,150000000,2009,6.7
Kenneth Branagh,115,181015141,Thor,http://www.imdb.com/title/tt0800369,English,USA,150000000,2011,7
Byron Howard,96,114053579,Bolt,http://www.imdb.com/title/tt0397892,English,USA,150000000,2008,6.9
Hoyt Yeatman,88,119420252,G-Force,http://www.imdb.com/title/tt0436339,English,USA,150000000,2009,5.1
Jonathan Liebesman,99,83640426,Wrath of the Titans,http://www.imdb.com/title/tt1646987,English,USA,150000000,2012,5.8
Tim Burton,113,79711678,Dark Shadows,http://www.imdb.com/title/tt1077368,English,USA,100000000,2012,6.2
Christopher McQuarrie,131,195000874,Mission: Impossible - Rogue Nation,http://www.imdb.com/title/tt2381249,English,China,150000000,2015,7.4
Joe Johnston,119,61937495,The Wolfman,http://www.imdb.com/title/tt0780653,English,USA,150000000,2010,5.8
David Yates,110,124051759,The Legend of Tarzan,http://www.imdb.com/title/tt0918940,English,USA,180000000,2016,6.6
Steve Hickner,91,126597121,Bee Movie,http://www.imdb.com/title/tt0389790,English,USA,150000000,2007,6.2
Jennifer Yuh Nelson,90,165230261,Kung Fu Panda 2,http://www.imdb.com/title/tt1302011,English,USA,150000000,2011,7.3
M. Night Shyamalan,103,131564731,The Last Airbender,http://www.imdb.com/title/tt0938283,English,USA,150000000,2010,4.2
J.J. Abrams,124,133382309,Mission: Impossible III,http://www.imdb.com/title/tt0317919,English,USA,150000000,2006,6.9
Roland Emmerich,131,73103784,White House Down,http://www.imdb.com/title/tt2334879,English,USA,150000000,2013,6.4
Simon Wells,88,21379315,Mars Needs Moms,http://www.imdb.com/title/tt1305591,English,USA,150000000,2011,5.4
David Bowers,85,64459316,Flushed Away,http://www.imdb.com/title/tt0424095,English,UK,149000000,2006,6.7
Joe Wright,111,34964818,Pan,http://www.imdb.com/title/tt3332064,English,USA,150000000,2015,5.8
Rob Minkoff,92,111505642,Mr. Peabody & Sherman,http://www.imdb.com/title/tt0864835,English,USA,145000000,2014,6.9
Wolfgang Petersen,196,133228348,Troy,http://www.imdb.com/title/tt0332452,English,USA,175000000,2004,7.2
Eric Darnell,93,216366733,Madagascar 3: Europe's Most Wanted,http://www.imdb.com/title/tt1277953,English,USA,145000000,2012,6.9
Lee Tamahori,133,160201106,Die Another Day,http://www.imdb.com/title/tt0246460,English,UK,142000000,2002,6.1
Paul Feig,116,118099659,Ghostbusters,http://www.imdb.com/title/tt1289401,English,USA,144000000,2016,5.5
Michael Bay,153,201573391,Armageddon,http://www.imdb.com/title/tt0120591,English,USA,140000000,1998,6.6
Barry Sonnenfeld,88,190418803,Men in Black II,http://www.imdb.com/title/tt0120912,English,USA,140000000,2002,6.1
Robert Zemeckis,115,82161969,Beowulf,http://www.imdb.com/title/tt0442933,English,USA,150000000,2007,6.3
Alessandro Carloni,95,143523463,Kung Fu Panda 3,http://www.imdb.com/title/tt2267968,English,USA,145000000,2016,7.2
Brad Bird,133,209364921,Mission: Impossible - Ghost Protocol,http://www.imdb.com/title/tt1229238,English,USA,145000000,2011,7.4
Peter Ramsey,97,103400692,Rise of the Guardians,http://www.imdb.com/title/tt1446192,English,USA,145000000,2012,7.3
Dean Parisot,90,110332737,Fun with Dick and Jane,http://www.imdb.com/title/tt0369441,English,USA,100000000,2005,6.1
Edward Zwick,154,111110575,The Last Samurai,http://www.imdb.com/title/tt0325710,English,USA,140000000,2003,7.7
Ridley Scott,150,65007045,Exodus: Gods and Kings,http://www.imdb.com/title/tt1528100,English,UK,140000000,2014,6.1
J.J. Abrams,127,257704099,Star Trek,http://www.imdb.com/title/tt0796366,English,USA,150000000,2009,8
Sam Raimi,121,403706375,Spider-Man,http://www.imdb.com/title/tt0145487,English,USA,139000000,2002,7.3
Dean DeBlois,102,176997107,How to Train Your Dragon 2,http://www.imdb.com/title/tt1646971,English,USA,145000000,2014,7.9
Alex Proyas,126,31141074,Gods of Egypt,http://www.imdb.com/title/tt2404233,English,USA,140000000,2016,5.5
Rob Cohen,121,31704416,Stealth,http://www.imdb.com/title/tt0382992,English,USA,135000000,2005,5
Zack Snyder,215,107503316,Watchmen,http://www.imdb.com/title/tt0409459,English,USA,130000000,2009,7.7
Richard Donner,127,129734803,Lethal Weapon 4,http://www.imdb.com/title/tt0122151,English,USA,140000000,1998,6.6
Ang Lee,138,132122995,Hulk,http://www.imdb.com/title/tt0286716,English,USA,137000000,2003,5.7
Jon M. Chu,122,122512052,G.I. Joe: Retaliation,http://www.imdb.com/title/tt1583421,English,USA,130000000,2013,5.8
Breck Eisner,124,68642452,Sahara,http://www.imdb.com/title/tt0318649,English,UK,130000000,2005,6
Hironobu Sakaguchi,106,32131830,Final Fantasy: The Spirits Within,http://www.imdb.com/title/tt0173840,English,USA,137000000,2001,6.4
Joe Johnston,124,176636816,Captain America: The First Avenger,http://www.imdb.com/title/tt0458339,English,USA,140000000,2011,6.9
Michael Apted,128,126930660,The World Is Not Enough,http://www.imdb.com/title/tt0143145,English,UK,135000000,1999,6.4
Peter Weir,138,93926386,Master and Commander: The Far Side of the World,http://www.imdb.com/title/tt0311113,English,USA,150000000,2003,7.4
Bill Condon,115,292298923,The Twilight Saga: Breaking Dawn - Part 2,http://www.imdb.com/title/tt1673434,English,USA,120000000,2012,5.5
George Miller,100,63992328,Happy Feet 2,http://www.imdb.com/title/tt1402488,English,Australia,135000000,2011,5.9
Louis Leterrier,135,134518390,The Incredible Hulk,http://www.imdb.com/title/tt0800080,English,USA,150000000,2008,6.8
,60,,Miami Vice            ,http://www.imdb.com/title/tt0086759,English,USA,1500000,,7.5
Steven Spielberg,117,52792307,The BFG,http://www.imdb.com/title/tt3691740,English,UK,140000000,2016,6.8
Alejandro G. IÌ±Ìrritu,156,183635922,The Revenant,http://www.imdb.com/title/tt1663202,English,USA,135000000,2015,8.1
David Soren,96,83024900,Turbo,http://www.imdb.com/title/tt1860353,English,USA,135000000,2013,6.5
Gore Verbinski,107,123207194,Rango,http://www.imdb.com/title/tt1192628,English,USA,135000000,2011,7.2
Eric Darnell,92,83348920,Penguins of Madagascar,http://www.imdb.com/title/tt1911658,English,USA,132000000,2014,6.7
Paul Greengrass,115,227137090,The Bourne Ultimatum,http://www.imdb.com/title/tt0440963,English,USA,110000000,2007,8.1
Mark Osborne,92,215395021,Kung Fu Panda,http://www.imdb.com/title/tt0441773,English,USA,130000000,2008,7.6
Peyton Reed,117,180191634,Ant-Man,http://www.imdb.com/title/tt0478970,English,USA,130000000,2015,7.4
Francis Lawrence,146,424645577,The Hunger Games: Catching Fire,http://www.imdb.com/title/tt1951264,English,USA,130000000,2013,7.6
Bill Condon,115,292298923,The Twilight Saga: Breaking Dawn - Part 2,http://www.imdb.com/title/tt1673434,English,USA,120000000,2012,5.5
Tim Johnson,94,177343675,Home,http://www.imdb.com/title/tt2224026,English,USA,135000000,2015,6.7
Steven Spielberg,116,234277056,War of the Worlds,http://www.imdb.com/title/tt0407304,English,USA,132000000,2005,6.5
Michael Bay,147,138396624,Bad Boys II,http://www.imdb.com/title/tt0172156,English,USA,130000000,2003,6.6
Chris Miller,90,149234747,Puss in Boots,http://www.imdb.com/title/tt0448694,English,USA,130000000,2011,6.7
Phillip Noyce,101,118311368,Salt,http://www.imdb.com/title/tt0944835,English,USA,110000000,2010,6.4
Darren Aronofsky,138,101160529,Noah,http://www.imdb.com/title/tt1959490,English,USA,125000000,2014,5.8
Steven Spielberg,107,77564037,The Adventures of Tintin,http://www.imdb.com/title/tt0983193,English,USA,135000000,2011,7.4
Alfonso CuarÌ_n,142,249358727,Harry Potter and the Prisoner of Azkaban,http://www.imdb.com/title/tt0304141,English,UK,130000000,2004,7.8
Baz Luhrmann,165,49551662,Australia,http://www.imdb.com/title/tt0455824,English,Australia,130000000,2008,6.6
M. Night Shyamalan,100,60522097,After Earth,http://www.imdb.com/title/tt1815862,English,USA,130000000,2013,4.9
Eric Leighton,82,137748063,Dinosaur,http://www.imdb.com/title/tt0130623,English,USA,127500000,2000,6.5
Matt Birch,,,Harry Potter and the Deathly Hallows: Part II,http://www.imdb.com/title/tt1680310,English,UK,,2011,7.5
Shawn Levy,98,113733726,Night at the Museum: Secret of the Tomb,http://www.imdb.com/title/tt2692250,English,USA,127000000,2014,6.2
Tom McGrath,95,148337537,Megamind,http://www.imdb.com/title/tt1001526,English,USA,130000000,2010,7.3
Chris Columbus,159,317557891,Harry Potter and the Sorcerer's Stone,http://www.imdb.com/title/tt0241527,English,UK,125000000,2001,7.5
Robert Schwentke,96,33592415,R.I.P.D.,http://www.imdb.com/title/tt0790736,English,USA,130000000,2013,5.6
Hideaki Anno,120,,Godzilla Resurgence,http://www.imdb.com/title/tt4262980,Japanese,Japan,,2016,8.2
Gore Verbinski,143,305388685,Pirates of the Caribbean: The Curse of the Black Pearl,http://www.imdb.com/title/tt0325980,English,USA,140000000,2003,8.1
Matt Birch,,,Harry Potter and the Deathly Hallows: Part I,http://www.imdb.com/title/tt1571403,English,UK,,2010,6.4
Francis Lawrence,123,337103873,The Hunger Games: Mockingjay - Part 1,http://www.imdb.com/title/tt1951265,English,USA,125000000,2014,6.7
Ron Howard,174,217536138,The Da Vinci Code,http://www.imdb.com/title/tt0382625,English,USA,125000000,2006,6.6
Carlos Saldanha,101,131536019,Rio 2,http://www.imdb.com/title/tt2357291,English,USA,103000000,2014,6.4
Bryan Singer,134,214948780,X-Men 2,http://www.imdb.com/title/tt0290334,English,Canada,110000000,2003,7.5
Justin Lin,132,209805005,Fast Five,http://www.imdb.com/title/tt1596343,English,USA,125000000,2011,7.3
Guy Ritchie,129,186830669,Sherlock Holmes: A Game of Shadows,http://www.imdb.com/title/tt1515091,English,USA,125000000,2011,7.5
Louis Leterrier,106,163192114,Clash of the Titans,http://www.imdb.com/title/tt0800320,English,USA,125000000,2010,5.8
Paul Verhoeven,113,119412921,Total Recall,http://www.imdb.com/title/tt0100802,English,USA,65000000,1990,7.5
John McTiernan,102,32694788,The 13th Warrior,http://www.imdb.com/title/tt0120657,English,USA,85000000,1999,6.6
Tony Gilroy,135,113165635,The Bourne Legacy,http://www.imdb.com/title/tt1194173,English,USA,125000000,2012,6.7
Joel Schumacher,125,107285004,Batman & Robin,http://www.imdb.com/title/tt0118688,English,USA,125000000,1997,3.7
Ron Howard,110,260031035,How the Grinch Stole Christmas,http://www.imdb.com/title/tt0170016,English,USA,123000000,2000,6
Roland Emmerich,124,186739919,The Day After Tomorrow,http://www.imdb.com/title/tt0319262,English,USA,125000000,2004,6.4
John Woo,123,215397307,Mission: Impossible II,http://www.imdb.com/title/tt0120755,English,USA,125000000,2000,6.1
Wolfgang Petersen,130,182618434,The Perfect Storm,http://www.imdb.com/title/tt0177971,English,USA,140000000,2000,6.4
Tim Story,92,131920333,Fantastic 4: Rise of the Silver Surfer,http://www.imdb.com/title/tt0486576,English,USA,130000000,2007,5.6
Ang Lee,127,124976634,Life of Pi,http://www.imdb.com/title/tt0454876,English,USA,120000000,2012,8
Mark Steven Johnson,123,115802596,Ghost Rider,http://www.imdb.com/title/tt0259324,English,USA,110000000,2007,5.2
Paul Greengrass,123,108521835,Jason Bourne,http://www.imdb.com/title/tt4196776,English,UK,120000000,2016,7.1
McG,107,100685880,Charlie's Angels: Full Throttle,http://www.imdb.com/title/tt0305357,English,USA,120000000,2003,4.8
Ridley Scott,124,126464904,Prometheus,http://www.imdb.com/title/tt1446714,English,USA,130000000,2012,7
Rob Minkoff,77,64736114,Stuart Little 2,http://www.imdb.com/title/tt0243585,English,USA,120000000,2002,5.4
Neill Blomkamp,109,93050117,Elysium,http://www.imdb.com/title/tt1535108,English,USA,115000000,2013,6.6
David Twohy,134,57637485,The Chronicles of Riddick,http://www.imdb.com/title/tt0296572,English,USA,105000000,2004,6.7
JosÌ© Padilha,117,58607007,RoboCop,http://www.imdb.com/title/tt1234721,English,USA,100000000,2014,6.2
Lana Wachowski,135,43929341,Speed Racer,http://www.imdb.com/title/tt0811080,English,USA,120000000,2008,6.1
James L. Brooks,121,30212620,How Do You Know,http://www.imdb.com/title/tt1341188,English,USA,120000000,2010,5.3
James Mangold,117,76418654,Knight and Day,http://www.imdb.com/title/tt1013743,English,USA,117000000,2010,6.3
Joseph Kosinski,124,89021735,Oblivion,http://www.imdb.com/title/tt1483013,English,USA,120000000,2013,7
George Lucas,140,380262555,Star Wars: Episode III - Revenge of the Sith,http://www.imdb.com/title/tt0121766,English,USA,113000000,2005,7.6
George Lucas,142,310675583,Star Wars: Episode II - Attack of the Clones,http://www.imdb.com/title/tt0121765,English,USA,115000000,2002,6.7
Pete Docter,92,289907418,"Monsters, Inc.",http://www.imdb.com/title/tt0198781,English,USA,115000000,2001,8.1
James Mangold,138,132550960,The Wolverine,http://www.imdb.com/title/tt1430132,English,USA,120000000,2013,6.7
